SystemCodeNumber,Timestamp,price,diff,time,Occupancy,Capacity,Hour,Minute,TimeSlot,occupancyRate,EMA_occupancy
Shopping,2016-10-18 16:27:00,12.74,1,1751787993992,1164,1920,16,27,0.9676470588235294,0.60625,0.5958507744754702
Others-CCCPS105a,2016-11-28 08:32:00,12.63,1,1751787993992,652,2009,8,32,0.5019607843137255,0.3245395719263315,0.48920352049782256
Others-CCCPS202,2016-10-06 12:30:00,12.54,1,1751787993992,1348,2937,12,30,0.7352941176470589,0.4589717398706163,0.4037998751744971
BHMBCCMKT01,2016-11-09 09:34:00,12.05,1,1751787993992,61,577,9,34,0.5627450980392157,0.10571923743500866,0.18508942231185238
Others-CCCPS135a,2016-12-18 11:30:00,12.46,1,1751787993992,1339,3883,11,30,0.6764705882352942,0.3448364666494978,0.3200191315826225
BHMNCPNST01,2016-10-09 14:03:00,12.56,1,1751787993992,210,485,14,3,0.8264705882352942,0.4329896907216495,0.4237635053545183
Shopping,2016-10-06 16:04:00,12.73,1,1751787993992,1170,1920,16,4,0.9450980392156862,0.609375,0.6026128872377351
Others-CCCPS8,2016-10-13 10:31:00,12.54,1,1751787993992,649,1322,10,31,0.6186274509803922,0.4909228441754917,0.5041491279984062
BHMNCPNST01,2016-12-18 15:30:00,12.61,1,1751787993992,238,485,15,30,0.9117647058823529,0.49072164948453606,0.4572425774195272
BHMNCPHST01,2016-12-12 15:29:00,12.73,1,1751787993992,730,1200,15,29,0.9107843137254902,0.6083333333333333,0.6162085164427129
Others-CCCPS98,2016-12-19 15:03:00,12.55,1,1751787993992,1820,3103,15,3,0.8852941176470589,0.5865291653238801,0.4299735848865055
Others-CCCPS98,2016-10-27 13:32:00,12.66,1,1751787993992,1829,3103,13,32,0.796078431372549,0.589429584273284,0.5097015845798947
BHMEURBRD01,2016-10-16 09:27:00,12.02,1,1751787993992,90,470,9,27,0.5558823529411764,0.19148936170212766,0.22138876952652103
Others-CCCPS8,2016-11-27 10:01:00,12.56,1,1751787993992,492,1322,10,1,0.5892156862745098,0.3721633888048411,0.43815625840162364
Others-CCCPS105a,2016-10-15 08:34:00,12.48,1,1751787993992,631,2009,8,34,0.503921568627451,0.31408661025385765,0.4016450653758401
BHMEURBRD01,2016-11-06 13:06:00,12.26,1,1751787993992,133,470,13,6,0.7705882352941176,0.28297872340425534,0.2521837464653882
Others-CCCPS202,2016-10-27 14:59:00,12.53,1,1751787993992,1346,2937,14,59,0.8813725490196078,0.45829077289751446,0.4310453240360058
Others-CCCPS105a,2016-11-21 12:57:00,12.61,1,1751787993992,1320,2009,12,57,0.7617647058823529,0.6570433051269288,0.5293441852513845
Others-CCCPS105a,2016-12-19 10:30:00,12.69,1,1751787993992,1142,2009,10,30,0.6176470588235294,0.5684420109507218,0.5488930981010531
Broad Street,2016-10-10 14:30:00,12.78,1,1751787993992,585,690,14,30,0.8529411764705882,0.8478260869565217,0.7120321481007719
Others-CCCPS119a,2016-10-27 11:32:00,12.32,1,1751787993992,1088,2803,11,32,0.6784313725490196,0.3881555476275419,0.2840771636405252
Others-CCCPS135a,2016-10-28 09:29:00,12.45,1,1751787993992,1860,3883,9,29,0.5578431372549019,0.47901107391192377,0.39951510274727314
BHMEURBRD01,2016-11-17 12:04:00,12.47,1,1751787993992,447,470,12,4,0.7098039215686275,0.951063829787234,0.6016237881263111
Broad Street,2016-11-14 11:00:00,12.82,1,1751787993992,587,690,11,0,0.6470588235294118,0.8507246376811595,0.7813783928909657
Others-CCCPS135a,2016-10-10 10:30:00,12.55,1,1751787993992,2806,3883,10,30,0.6176470588235294,0.7226371362348699,0.5610761194910715
BHMBCCTHL01,2016-11-22 09:31:00,12.89,1,1751787993992,291,387,9,31,0.5598039215686275,0.751937984496124,0.8223854035167227
BHMBCCTHL01,2016-10-19 14:32:00,12.91,1,1751787993992,343,387,14,32,0.8549019607843137,0.8863049095607235,0.8543451565387231
BHMBCCTHL01,2016-12-14 09:29:00,12.9,1,1751787993992,308,387,9,29,0.5578431372549019,0.7958656330749354,0.8251053948068292
Others-CCCPS105a,2016-10-30 08:25:00,12.61,1,1751787993992,727,2009,8,25,0.49509803921568624,0.36187157789945246,0.4553823380002528
Broad Street,2016-10-18 09:01:00,12.81,1,1751787993992,444,690,9,1,0.5303921568627451,0.6434782608695652,0.7124283268802654
Others-CCCPS98,2016-10-11 15:33:00,12.61,1,1751787993992,1089,3103,15,33,0.9147058823529413,0.3509506928778601,0.43032613872887737
Others-CCCPS119a,2016-10-30 07:59:00,12.12,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.15648738667220696
Others-CCCPS119a,2016-10-30 07:59:00,12.12,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.09269249818804783
Others-CCCPS119a,2016-10-30 07:59:00,12.12,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.06079505394596826
Shopping,2016-11-07 11:26:00,12.8,1,1751787993992,1369,1920,11,26,0.6725490196078432,0.7130208333333333,0.6578168602855342
BHMNCPNST01,2016-10-12 13:04:00,12.65,1,1751787993992,348,485,13,4,0.7686274509803921,0.7175257731958763,0.5873841753077017
Others-CCCPS202,2016-12-19 15:29:00,12.53,1,1751787993992,1306,2937,15,29,0.9107843137254902,0.4446714334354784,0.43785837873574207
Shopping,2016-11-16 13:27:00,12.85,1,1751787993992,1550,1920,13,27,0.7911764705882353,0.8072916666666666,0.7325542634761004
Shopping,2016-12-18 08:56:00,12.62,1,1751787993992,346,1920,8,56,0.5254901960784314,0.18020833333333333,0.45638129840471686
Others-CCCPS105a,2016-10-08 09:30:00,12.56,1,1751787993992,822,2009,9,30,0.5588235294117647,0.4091587854654057,0.43227056173282924
Others-CCCPS98,2016-11-13 10:33:00,12.63,1,1751787993992,557,3103,10,33,0.6205882352941177,0.1795037060908798,0.3049149224098786
BHMBCCMKT01,2016-12-08 07:59:00,11.66,1,1751787993992,14,577,7,59,0.4696078431372549,0.024263431542461005,0.10467642692715669
BHMEURBRD01,2016-10-23 12:26:00,12.55,1,1751787993992,94,470,12,26,0.7313725490196079,0.2,0.40081189406315554
BHMNCPHST01,2016-11-25 16:00:00,12.73,1,1751787993992,647,1200,16,0,0.9411764705882353,0.5391666666666667,0.5776875915546897
BHMNCPHST01,2016-10-27 12:59:00,12.78,1,1751787993992,659,1200,12,59,0.7637254901960784,0.5491666666666667,0.5634271291106783
Shopping,2016-10-31 16:26:00,12.64,1,1751787993992,1011,1920,16,26,0.9666666666666667,0.5265625,0.49147189920235845
BHMBCCMKT01,2016-11-27 16:32:00,11.91,1,1751787993992,199,577,16,32,0.9725490196078432,0.34488734835355284,0.22478188764035475
BHMMBMMBX01,2016-11-17 08:04:00,12.55,1,1751787993992,252,687,8,4,0.4745098039215686,0.36681222707423583,0.4642628932696411
Others-CCCPS8,2016-12-18 12:56:00,12.68,1,1751787993992,815,1322,12,56,0.7607843137254902,0.6164901664145235,0.5273232124080736
BHMNCPNST01,2016-12-18 10:30:00,12.6,1,1751787993992,180,485,10,30,0.6176470588235294,0.3711340206185567,0.4792590979631292
BHMBCCMKT01,2016-10-23 09:26:00,11.84,1,1751787993992,50,577,9,26,0.5549019607843138,0.08665511265164645,0.1557185001460006
Others-CCCPS119a,2016-11-16 13:27:00,12.28,1,1751787993992,621,2803,13,27,0.7911764705882353,0.22154834106314664,0.14117169750455744
BHMNCPNST01,2016-12-07 15:59:00,12.63,1,1751787993992,307,485,15,59,0.9401960784313725,0.6329896907216495,0.5561243943423894
Others-CCCPS105a,2016-12-06 16:02:00,12.61,1,1751787993992,1199,2009,16,2,0.9431372549019609,0.5968143354902937,0.5145424486115615
Broad Street,2016-11-11 15:34:00,12.82,1,1751787993992,502,690,15,34,0.9156862745098039,0.7275362318840579,0.7199822793821616
BHMMBMMBX01,2016-11-11 15:34:00,12.58,1,1751787993992,365,687,15,34,0.9156862745098039,0.5312954876273653,0.4977791904485032
Others-CCCPS202,2016-10-30 14:32:00,12.46,1,1751787993992,745,2937,14,32,0.8549019607843137,0.2536601974804222,0.3457592881080821
Broad Street,2016-11-30 14:01:00,12.85,1,1751787993992,643,690,14,1,0.8245098039215687,0.9318840579710145,0.8259331686765881
BHMBCCTHL01,2016-10-23 13:06:00,12.92,1,1751787993992,345,387,13,6,0.7705882352941176,0.8914728682170543,0.8582891315119417
BHMMBMMBX01,2016-12-16 13:30:00,12.69,1,1751787993992,537,687,13,30,0.7941176470588235,0.7816593886462883,0.6397192895473958
Others-CCCPS8,2016-10-23 10:59:00,12.64,1,1751787993992,521,1322,10,59,0.646078431372549,0.3940998487140696,0.4607115305610716
Others-CCCPS119a,2016-11-21 12:31:00,12.39,1,1751787993992,592,2803,12,31,0.7362745098039216,0.21120228326792723,0.17618699038624233
Others-CCCPS98,2016-11-30 14:28:00,12.57,1,1751787993992,1207,3103,14,28,0.8509803921568627,0.3889784079922656,0.3469466652010721
BHMEURBRD01,2016-12-14 08:03:00,12.48,1,1751787993992,177,470,8,3,0.4735294117647059,0.37659574468085105,0.38870381937200327
BHMBCCTHL01,2016-10-19 15:59:00,12.92,1,1751787993992,308,387,15,59,0.9401960784313725,0.7958656330749354,0.8270773822934385
Others-CCCPS98,2016-11-30 12:01:00,12.64,1,1751787993992,1195,3103,12,1,0.7068627450980393,0.38511118272639383,0.366028923963733
Others-CCCPS119a,2016-12-05 13:02:00,12.52,1,1751787993992,640,2803,13,2,0.7666666666666666,0.22832679272208348,0.2022568915541629
BHMNCPHST01,2016-11-22 11:04:00,12.82,1,1751787993992,787,1200,11,4,0.6509803921568628,0.6558333333333334,0.6096302312220059
BHMMBMMBX01,2016-10-29 09:26:00,12.67,1,1751787993992,350,687,9,26,0.5549019607843138,0.5094614264919942,0.5745903580196949
BHMBCCTHL01,2016-11-06 09:00:00,12.67,1,1751787993992,56,387,9,0,0.5294117647058824,0.14470284237726097,0.48589011233534973
Shopping,2016-10-18 11:01:00,12.68,1,1751787993992,1370,1920,11,1,0.6480392156862745,0.7135416666666666,0.6025067829345125
BHMBCCTHL01,2016-11-02 14:30:00,12.73,1,1751787993992,304,387,14,30,0.8529411764705882,0.7855297157622739,0.6357099140488118
Others-CCCPS105a,2016-12-01 11:58:00,12.67,1,1751787993992,1481,2009,11,58,0.703921568627451,0.7371826779492284,0.6258625632803949
BHMNCPHST01,2016-10-17 10:04:00,12.75,1,1751787993992,568,1200,10,4,0.592156862745098,0.47333333333333333,0.5414817822776696
Others-CCCPS105a,2016-11-03 11:00:00,12.7,1,1751787993992,1308,2009,11,0,0.6470588235294118,0.6510701841712294,0.6384663737258122
Shopping,2016-12-19 09:03:00,12.65,1,1751787993992,1011,1920,9,3,0.5323529411764706,0.5265625,0.5645346414672563
BHMMBMMBX01,2016-12-14 10:02:00,12.7,1,1751787993992,479,687,10,2,0.5901960784313726,0.6972343522561864,0.6359123551379406
Broad Street,2016-11-23 16:04:00,12.86,1,1751787993992,552,690,16,4,0.9450980392156862,0.8,0.812966584338294
BHMNCPNST01,2016-11-16 15:00:00,12.69,1,1751787993992,359,485,15,0,0.8823529411764706,0.7402061855670103,0.6481652899546999
Others-CCCPS98,2016-10-23 09:59:00,12.53,1,1751787993992,626,3103,9,59,0.5872549019607842,0.20174025136964227,0.2838845876666876
Others-CCCPS119a,2016-10-08 16:30:00,12.31,1,1751787993992,537,2803,16,30,0.9705882352941176,0.19158044951837316,0.19691867053626805
Others-CCCPS119a,2016-11-20 09:27:00,12.17,1,1751787993992,189,2803,9,27,0.5558823529411764,0.06742775597574027,0.13217321325600417
Others-CCCPS98,2016-10-06 13:57:00,12.45,1,1751787993992,1178,3103,13,57,0.8205882352941176,0.3796326135997422,0.33175860063321494
BHMBCCMKT01,2016-10-27 16:26:00,12.03,1,1751787993992,225,577,16,26,0.9666666666666667,0.389948006932409,0.2728332535392048
BHMNCPNST01,2016-12-13 08:02:00,12.61,1,1751787993992,193,485,8,2,0.4725490196078431,0.3979381443298969,0.5230517171422984
Broad Street,2016-11-18 11:01:00,12.87,1,1751787993992,582,690,11,1,0.6480392156862745,0.8434782608695652,0.8282224226039296
BHMMBMMBX01,2016-12-10 10:29:00,12.7,1,1751787993992,398,687,10,29,0.6166666666666666,0.5793304221251819,0.6076213886315613
Others-CCCPS202,2016-11-13 14:00:00,12.41,1,1751787993992,669,2937,14,0,0.8235294117647058,0.22778345250255363,0.28677137030531785
BHMNCPHST01,2016-12-07 14:59:00,12.75,1,1751787993992,771,1200,14,59,0.8813725490196078,0.6425,0.5919908911388347
Broad Street,2016-10-13 11:31:00,12.88,1,1751787993992,594,690,11,31,0.6774509803921569,0.8608695652173913,0.8445459939106605
BHMBCCTHL01,2016-10-22 16:26:00,12.77,1,1751787993992,304,387,16,26,0.9666666666666667,0.7855297157622739,0.7106198149055429
Shopping,2016-12-19 16:30:00,12.68,1,1751787993992,1180,1920,16,30,0.9705882352941176,0.6145833333333334,0.5895589874002949
Others-CCCPS135a,2016-11-23 13:31:00,12.68,1,1751787993992,3373,3883,13,31,0.7950980392156863,0.8686582539273757,0.7148671867092236
Others-CCCPS105a,2016-10-31 09:26:00,12.64,1,1751787993992,921,2009,9,26,0.5549019607843138,0.45843703334992536,0.5484517035378688
Others-CCCPS119a,2016-10-24 14:56:00,12.08,1,1751787993992,530,2803,14,56,0.8784313725490196,0.18908312522297538,0.16062816923948978
BHMNCPHST01,2016-11-02 08:56:00,12.62,1,1751787993992,420,1200,8,56,0.5254901960784314,0.35,0.47099544556941736
Others-CCCPS135a,2016-11-08 15:33:00,12.73,1,1751787993992,2945,3883,15,33,0.9147058823529413,0.758434200360546,0.7366506935348848
Shopping,2016-11-11 12:00:00,12.76,1,1751787993992,1399,1920,12,0,0.7058823529411765,0.7286458333333333,0.6591024103668142
BHMNCPNST01,2016-10-04 07:59:00,12.59,1,1751787993992,249,485,7,59,0.4696078431372549,0.51340206185567,0.5182268894989842
Others-CCCPS98,2016-10-22 12:59:00,12.55,1,1751787993992,934,3103,12,59,0.7637254901960784,0.30099903319368354,0.31637881691344927
Others-CCCPS98,2016-12-12 08:02:00,12.3,1,1751787993992,496,3103,8,2,0.4725490196078431,0.15984531098936514,0.23811206395140722
BHMBCCMKT01,2016-11-24 09:34:00,11.9,1,1751787993992,81,577,9,34,0.5627450980392157,0.14038128249566725,0.206607268017436
Shopping,2016-11-07 13:59:00,12.82,1,1751787993992,1432,1920,13,59,0.8225490196078431,0.7458333333333333,0.7024678718500738
BHMNCPHST01,2016-12-08 16:32:00,12.62,1,1751787993992,586,1200,16,32,0.9725490196078432,0.48833333333333334,0.47966438945137535
Others-CCCPS98,2016-12-06 16:29:00,12.23,1,1751787993992,859,3103,16,29,0.969607843137255,0.2768288752819852,0.2574704696166962
BHMNCPHST01,2016-10-19 15:32:00,12.65,1,1751787993992,701,1200,15,32,0.9137254901960784,0.5841666666666666,0.531915528059021
Others-CCCPS8,2016-11-09 11:27:00,12.65,1,1751787993992,752,1322,11,27,0.6735294117647058,0.5688350983358548,0.5147733144484632
BHMBCCTHL01,2016-12-10 16:25:00,12.83,1,1751787993992,403,387,16,25,0.965686274509804,1.041343669250646,0.8759817420780944
Others-CCCPS119a,2016-10-08 08:30:00,11.72,1,1751787993992,110,2803,8,30,0.5,0.0392436674991081,0.09993591836929894
Others-CCCPS8,2016-12-07 09:59:00,12.61,1,1751787993992,630,1322,9,59,0.5872549019607842,0.47655068078668683,0.495661997617575
BHMBCCMKT01,2016-11-04 08:00:00,11.71,1,1751787993992,48,577,8,0,0.47058823529411764,0.0831889081455806,0.1448980880815083
Others-CCCPS105a,2016-10-14 09:01:00,12.59,1,1751787993992,858,2009,9,1,0.5303921568627451,0.42707814833250374,0.4877649259351863
BHMNCPHST01,2016-12-13 13:55:00,12.7,1,1751787993992,872,1200,13,55,0.8186274509803921,0.7266666666666667,0.6292910973628438
Others-CCCPS98,2016-11-05 13:00:00,12.35,1,1751787993992,747,3103,13,0,0.7647058823529411,0.24073477280051564,0.2491026212086059
Others-CCCPS135a,2016-10-27 15:26:00,12.76,1,1751787993992,2563,3883,15,26,0.907843137254902,0.660056657223796,0.6983536753793405
Others-CCCPS98,2016-12-01 11:58:00,12.48,1,1751787993992,1219,3103,11,58,0.703921568627451,0.39284563325813726,0.3209741272333716
BHMMBMMBX01,2016-12-13 09:55:00,12.76,1,1751787993992,605,687,9,55,0.5833333333333333,0.8806404657933042,0.7441309272124328
BHMNCPHST01,2016-10-22 14:39:00,12.61,1,1751787993992,441,1200,14,39,0.861764705882353,0.3675,0.4983955486814219
Broad Street,2016-11-03 08:00:00,12.69,1,1751787993992,215,690,8,0,0.47058823529411764,0.3115942028985507,0.5780700984046057
Broad Street,2016-11-03 08:00:00,12.69,1,1751787993992,215,690,8,0,0.47058823529411764,0.3115942028985507,0.4448321506515782
Others-CCCPS8,2016-11-28 15:02:00,12.65,1,1751787993992,820,1322,15,2,0.884313725490196,0.6202723146747352,0.5579671561461551
BHMNCPNST01,2016-11-30 12:01:00,12.69,1,1751787993992,342,485,12,1,0.7068627450980393,0.7051546391752578,0.611690764337121
Others-CCCPS202,2016-10-18 10:01:00,12.43,1,1751787993992,1257,2937,10,1,0.5892156862745098,0.4279877425944842,0.35737955644990105
Shopping,2016-12-06 13:29:00,12.87,1,1751787993992,1530,1920,13,29,0.7931372549019607,0.796875,0.7496714359250369
BHMNCPHST01,2016-11-21 11:57:00,12.64,1,1751787993992,781,1200,11,57,0.7029411764705882,0.6508333333333334,0.5746144410073777
BHMBCCTHL01,2016-11-17 09:03:00,12.72,1,1751787993992,167,387,9,3,0.5323529411764706,0.4315245478036176,0.653753144940856
BHMBCCMKT01,2016-11-12 16:34:00,12.01,1,1751787993992,356,577,16,34,0.9745098039215686,0.6169844020797227,0.3809412450806155
Others-CCCPS202,2016-10-27 09:59:00,12.4,1,1751787993992,1050,2937,9,59,0.5872549019607842,0.3575076608784474,0.35744360866417424
Others-CCCPS135a,2016-11-01 12:26:00,12.82,1,1751787993992,3142,3883,12,26,0.7313725490196079,0.8091681689415401,0.7537609221604402
Others-CCCPS202,2016-11-19 10:58:00,12.26,1,1751787993992,727,2937,10,58,0.6450980392156863,0.24753149472250596,0.3024875516933401
BHMMBMMBX01,2016-12-17 12:26:00,12.8,1,1751787993992,390,687,12,26,0.7313725490196079,0.5676855895196506,0.6559082583660417
Others-CCCPS98,2016-11-07 12:26:00,12.58,1,1751787993992,1148,3103,12,26,0.7313725490196079,0.3699645504350628,0.3454693388342172
Others-CCCPS202,2016-12-07 14:26:00,12.43,1,1751787993992,1401,2937,14,26,0.8490196078431372,0.4770173646578141,0.3897524581755771
BHMNCPHST01,2016-10-05 08:30:00,12.45,1,1751787993992,333,1200,8,30,0.5,0.2775,0.4260572205036889
BHMBCCTHL01,2016-10-07 10:57:00,12.71,1,1751787993992,246,387,10,57,0.6441176470588235,0.6356589147286822,0.6447060298347691
BHMEURBRD01,2016-11-02 14:03:00,12.63,1,1751787993992,417,470,14,3,0.8264705882352942,0.8872340425531915,0.6379689309625973
BHMMBMMBX01,2016-11-27 12:32:00,12.84,1,1751787993992,375,687,12,32,0.7372549019607844,0.5458515283842795,0.6008798933751607
BHMBCCMKT01,2016-11-02 10:29:00,12.03,1,1751787993992,125,577,10,29,0.6166666666666666,0.21663778162911612,0.2987895133548658
BHMBCCMKT01,2016-11-10 10:00:00,11.96,1,1751787993992,93,577,10,0,0.5882352941176471,0.1611785095320624,0.2299840114434641
BHMMBMMBX01,2016-12-13 14:56:00,12.86,1,1751787993992,587,687,14,56,0.8784313725490196,0.8544395924308588,0.7276597429030097
BHMBCCTHL01,2016-12-05 15:02:00,12.78,1,1751787993992,352,387,15,2,0.884313725490196,0.9095607235142119,0.7771333766744906
BHMBCCMKT01,2016-10-14 11:01:00,12.04,1,1751787993992,205,577,11,1,0.6480392156862745,0.35528596187175043,0.29263498665760723
BHMBCCMKT01,2016-11-15 15:57:00,12.04,1,1751787993992,136,577,15,57,0.9382352941176471,0.23570190641247835,0.2641684465350428
Others-CCCPS98,2016-10-19 09:32:00,12.51,1,1751787993992,1116,3103,9,32,0.5607843137254902,0.35965194972607156,0.3525606442801444
BHMBCCMKT01,2016-10-10 16:30:00,12.07,1,1751787993992,114,577,16,30,0.9705882352941176,0.1975736568457539,0.23087105169039834
BHMNCPHST01,2016-10-18 15:01:00,12.54,1,1751787993992,729,1200,15,1,0.8833333333333334,0.6075,0.5167786102518445
Others-CCCPS98,2016-10-31 11:00:00,12.44,1,1751787993992,1064,3103,11,0,0.6470588235294118,0.3428939735739607,0.3477273089270525
Others-CCCPS98,2016-12-10 08:29:00,12.33,1,1751787993992,765,3103,8,29,0.4990196078431372,0.24653561069932323,0.2971314598131879
BHMNCPNST01,2016-10-24 07:56:00,12.66,1,1751787993992,237,485,7,56,0.4666666666666667,0.488659793814433,0.550175279075777
Others-CCCPS8,2016-11-09 12:27:00,12.72,1,1751787993992,814,1322,12,27,0.7323529411764705,0.6157337367624811,0.586850446454318
BHMNCPNST01,2016-11-11 09:27:00,12.67,1,1751787993992,290,485,9,27,0.5558823529411764,0.5979381443298969,0.574056711702837
BHMBCCTHL01,2016-10-23 15:59:00,12.82,1,1751787993992,320,387,15,59,0.9401960784313725,0.8268733850129198,0.8020033808437053
BHMEURBRD01,2016-11-15 11:30:00,12.71,1,1751787993992,427,470,11,30,0.6764705882352942,0.9085106382978724,0.7732397846302348
Others-CCCPS105a,2016-11-30 14:28:00,12.66,1,1751787993992,1453,2009,14,28,0.8509803921568627,0.7232453957192633,0.6055051608272248
BHMEURBRD01,2016-11-08 14:26:00,12.78,1,1751787993992,446,470,14,26,0.8490196078431372,0.948936170212766,0.8610879774215003
BHMNCPHST01,2016-10-15 12:27:00,12.59,1,1751787993992,327,1200,12,27,0.7323529411764705,0.2725,0.39463930512592227
BHMBCCTHL01,2016-10-27 08:32:00,12.61,1,1751787993992,106,387,8,32,0.5019607843137255,0.2739018087855297,0.5379525948146175
BHMNCPNST01,2016-11-28 09:22:00,12.63,1,1751787993992,250,485,9,22,0.5509803921568628,0.5154639175257731,0.5447603146143051
Others-CCCPS202,2016-11-12 16:34:00,12.41,1,1751787993992,949,2937,16,34,0.9745098039215686,0.32311882873680625,0.35643564345619166
Others-CCCPS98,2016-10-17 08:01:00,12.17,1,1751787993992,587,3103,8,1,0.47156862745098044,0.18917176925555915,0.2431516145343735
Others-CCCPS98,2016-11-26 10:01:00,12.15,1,1751787993992,726,3103,10,1,0.5892156862745098,0.2339671285852401,0.2385593715598068
Others-CCCPS8,2016-12-07 16:32:00,12.7,1,1751787993992,734,1322,16,32,0.9725490196078432,0.5552193645990923,0.5710349055267052
BHMMBMMBX01,2016-12-08 16:32:00,12.88,1,1751787993992,591,687,16,32,0.9725490196078432,0.8602620087336245,0.7939608758183171
BHMNCPNST01,2016-10-05 12:04:00,12.73,1,1751787993992,369,485,12,4,0.7098039215686275,0.7608247422680412,0.6527925284411731
Others-CCCPS135a,2016-11-28 12:28:00,12.87,1,1751787993992,3454,3883,12,28,0.7333333333333334,0.8895184135977338,0.8216396678790869
BHMBCCTHL01,2016-11-28 10:01:00,12.66,1,1751787993992,270,387,10,1,0.5892156862745098,0.6976744186046512,0.6178135067096344
BHMEURBRD01,2016-12-13 12:02:00,12.84,1,1751787993992,445,470,12,2,0.707843137254902,0.9468085106382979,0.9039482440298992
Others-CCCPS119a,2016-10-24 11:29:00,11.72,1,1751787993992,471,2803,11,29,0.6754901960784313,0.16803424901890832,0.1339850836941036
Shopping,2016-10-26 11:26:00,12.82,1,1751787993992,1183,1920,11,26,0.6725490196078432,0.6161458333333333,0.682908634629185
Others-CCCPS105a,2016-10-13 13:04:00,12.74,1,1751787993992,1376,2009,13,4,0.7686274509803921,0.6849178695868592,0.645211515207042
BHMNCPHST01,2016-10-14 14:34:00,12.6,1,1751787993992,641,1200,14,34,0.8568627450980392,0.5341666666666667,0.4644029858962945
Others-CCCPS202,2016-11-18 13:34:00,12.53,1,1751787993992,1210,2937,13,34,0.7980392156862745,0.41198501872659177,0.3842103310913917
BHMMBMMBX01,2016-10-04 14:29:00,12.89,1,1751787993992,627,687,14,29,0.8519607843137255,0.9126637554585153,0.8533123156384161
Others-CCCPS8,2016-11-23 11:04:00,12.7,1,1751787993992,770,1322,11,4,0.6509803921568628,0.5824508320726173,0.5767428687996612
BHMBCCTHL01,2016-10-17 15:31:00,12.71,1,1751787993992,259,387,15,31,0.9127450980392158,0.6692506459948321,0.6435320763522332
BHMBCCTHL01,2016-10-23 10:59:00,12.72,1,1751787993992,227,387,10,59,0.646078431372549,0.58656330749354,0.6150476919228867
BHMNCPNST01,2016-10-25 13:56:00,12.77,1,1751787993992,378,485,13,56,0.8196078431372549,0.7793814432989691,0.7160869858700711
Others-CCCPS135a,2016-11-01 14:26:00,12.87,1,1751787993992,3097,3883,14,26,0.8490196078431372,0.7975791913468967,0.8096094296129919
Others-CCCPS119a,2016-12-05 16:02:00,11.86,1,1751787993992,474,2803,16,2,0.9431372549019609,0.16910453085979307,0.15154480727694836
BHMBCCTHL01,2016-10-05 16:30:00,12.73,1,1751787993992,261,387,16,30,0.9705882352941176,0.6744186046511628,0.6447331482870247
Others-CCCPS98,2016-11-19 14:04:00,12.18,1,1751787993992,1056,3103,14,4,0.8274509803921568,0.34031582339671285,0.2894375974782598
Others-CCCPS135a,2016-10-28 15:29:00,12.83,1,1751787993992,2127,3883,15,29,0.9107843137254902,0.5477723409734742,0.678690885293233
Others-CCCPS105a,2016-11-25 09:00:00,12.62,1,1751787993992,805,2009,9,0,0.5294117647058824,0.40069686411149824,0.5229541896592701
Others-CCCPS98,2016-12-11 14:59:00,12.28,1,1751787993992,1141,3103,14,59,0.8813725490196078,0.367708669029971,0.3285731332541154
Others-CCCPS135a,2016-11-14 13:27:00,12.88,1,1751787993992,3262,3883,13,27,0.7911764705882353,0.8400721091939223,0.7593814972435776
Shopping,2016-11-07 12:59:00,12.86,1,1751787993992,1433,1920,12,59,0.7637254901960784,0.7463541666666667,0.7146314006479259
Broad Street,2016-10-29 12:06:00,12.68,1,1751787993992,162,690,12,6,0.711764705882353,0.23478260869565218,0.3398073796736152
BHMMBMMBX01,2016-10-18 13:01:00,12.9,1,1751787993992,608,687,13,1,0.765686274509804,0.8850072780203785,0.8691597968293974
BHMNCPNST01,2016-11-14 14:53:00,12.74,1,1751787993992,274,485,14,53,0.8754901960784314,0.5649484536082474,0.6405177197391593
BHMMBMMBX01,2016-10-05 07:57:00,12.76,1,1751787993992,282,687,7,57,0.4676470588235294,0.4104803493449782,0.6398200730871878
BHMNCPNST01,2016-10-10 14:50:00,12.75,1,1751787993992,308,485,14,50,0.8725490196078431,0.6350515463917525,0.637784633065456
BHMNCPHST01,2016-12-09 16:02:00,12.63,1,1751787993992,646,1200,16,2,0.9431372549019609,0.5383333333333333,0.5013681596148138
BHMMBMMBX01,2016-11-02 08:30:00,12.68,1,1751787993992,349,687,8,30,0.5,0.5080058224163028,0.5739129477517453
Shopping,2016-11-26 14:41:00,12.86,1,1751787993992,1489,1920,14,41,0.8637254901960785,0.7755208333333333,0.7450761169906296
Others-CCCPS8,2016-11-03 13:26:00,12.76,1,1751787993992,783,1322,13,26,0.7901960784313725,0.5922844175491679,0.5845136431744146
Shopping,2016-11-29 14:01:00,12.89,1,1751787993992,1603,1920,14,1,0.8245098039215687,0.8348958333333333,0.7899859751619814
Broad Street,2016-11-02 08:30:00,12.54,1,1751787993992,283,690,8,30,0.5,0.4101449275362319,0.37497615360492353
Others-CCCPS119a,2016-10-14 10:27:00,11.83,1,1751787993992,574,2803,10,27,0.6147058823529411,0.20478059222261863,0.1781626997497835
