ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,VehicleTypeEncoded,TrafficEncoded
13584,Others-CCCPS202,2937,26.14749053,91.72799688,1186,car,average,4,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
464,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,2,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
8336,Broad Street,690,26.13795775,91.74099445,608,bike,average,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,1,0
1776,BHMBCCTHL01,387,26.14449459,91.73620513,239,car,average,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
17520,Shopping,1920,26.15050395,91.73353109,1263,car,average,4,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
10960,Others-CCCPS119a,2803,26.14754061,91.72797041,413,car,high,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,3
9648,Others-CCCPS105a,2009,26.14747299,91.72804914,1200,car,average,4,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
16208,Others-CCCPS98,3103,26.14749998,91.72797778,1073,car,high,6,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,3
7024,BHMNCPNST01,485,26.14004753,91.73097233,337,car,average,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
4400,BHMMBMMBX01,687,20.0000347,78.00000286,562,truck,average,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,3,0
3088,BHMEURBRD01,470,26.14901995,91.7395035,414,bike,average,2,0,31-10-2016,15:00:00,2016-10-31 15:00:00,1,0
14896,Others-CCCPS8,1322,26.14754886,91.72799519,638,car,average,3,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
12272,Others-CCCPS135a,3883,26.14749943,91.72800489,2754,car,average,4,0,31-10-2016,15:00:00,2016-10-31 15:00:00,2,0
5712,BHMNCPHST01,1200,26.14001386,91.73099967,693,bike,average,4,0,31-10-2016,15:00:00,2016-10-31 15:00:00,1,0
16209,Others-CCCPS98,3103,26.14749998,91.72797778,1020,cycle,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,0,1
465,BHMBCCMKT01,577,26.14453614,91.73617216,141,car,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,1
17521,Shopping,1920,26.15050395,91.73353109,1225,car,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,1
14897,Others-CCCPS8,1322,26.14754886,91.72799519,587,truck,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,3,1
13585,Others-CCCPS202,2937,26.14749053,91.72799688,1129,car,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,1
12273,Others-CCCPS135a,3883,26.14749943,91.72800489,2614,car,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,1
1777,BHMBCCTHL01,387,26.14449459,91.73620513,215,bike,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,1,1
4401,BHMMBMMBX01,687,20.0000347,78.00000286,537,bike,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,1,1
9649,Others-CCCPS105a,2009,26.14747299,91.72804914,1124,bike,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,1,1
10961,Others-CCCPS119a,2803,26.14754061,91.72797041,379,car,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,1
3089,BHMEURBRD01,470,26.14901995,91.7395035,407,car,average,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,2,0
8337,Broad Street,690,26.13795775,91.74099445,595,bike,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,1,1
5713,BHMNCPHST01,1200,26.14001386,91.73099967,669,truck,low,3,0,31-10-2016,15:27:00,2016-10-31 15:27:00,3,1
7025,BHMNCPNST01,485,26.14004753,91.73097233,319,bike,low,2,0,31-10-2016,15:27:00,2016-10-31 15:27:00,1,1
1778,BHMBCCTHL01,387,26.14449459,91.73620513,207,car,average,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,0
12274,Others-CCCPS135a,3883,26.14749943,91.72800489,2446,car,low,3,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
14898,Others-CCCPS8,1322,26.14754886,91.72799519,560,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
466,BHMBCCMKT01,577,26.14453614,91.73617216,130,cycle,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,0,1
8338,Broad Street,690,26.13795775,91.74099445,558,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
4402,BHMMBMMBX01,687,20.0000347,78.00000286,495,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
17522,Shopping,1920,26.15050395,91.73353109,1149,truck,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,3,1
9650,Others-CCCPS105a,2009,26.14747299,91.72804914,1055,cycle,average,3,0,31-10-2016,16:00:00,2016-10-31 16:00:00,0,0
7026,BHMNCPNST01,485,26.14004753,91.73097233,308,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
5714,BHMNCPHST01,1200,26.14001386,91.73099967,635,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
3090,BHMEURBRD01,470,26.14901995,91.7395035,382,truck,low,1,0,31-10-2016,16:00:00,2016-10-31 16:00:00,3,1
10962,Others-CCCPS119a,2803,26.14754061,91.72797041,353,car,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
13586,Others-CCCPS202,2937,26.14749053,91.72799688,1073,bike,low,2,0,31-10-2016,16:00:00,2016-10-31 16:00:00,1,1
16210,Others-CCCPS98,3103,26.14749998,91.72797778,949,car,low,3,0,31-10-2016,16:00:00,2016-10-31 16:00:00,2,1
14899,Others-CCCPS8,1322,26.14754886,91.72799519,511,car,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
5715,BHMNCPHST01,1200,26.14001386,91.73099967,554,bike,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,1,1
467,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
9651,Others-CCCPS105a,2009,26.14747299,91.72804914,977,truck,average,3,0,31-10-2016,16:26:00,2016-10-31 16:26:00,3,0
3091,BHMEURBRD01,470,26.14901995,91.7395035,364,car,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
17523,Shopping,1920,26.15050395,91.73353109,1011,car,low,3,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
10963,Others-CCCPS119a,2803,26.14754061,91.72797041,301,car,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
4403,BHMMBMMBX01,687,20.0000347,78.00000286,466,bike,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,1,1
1779,BHMBCCTHL01,387,26.14449459,91.73620513,178,cycle,low,1,0,31-10-2016,16:26:00,2016-10-31 16:26:00,0,1
12275,Others-CCCPS135a,3883,26.14749943,91.72800489,2172,car,low,3,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
16211,Others-CCCPS98,3103,26.14749998,91.72797778,883,cycle,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,0,1
7027,BHMNCPNST01,485,26.14004753,91.73097233,294,car,low,1,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
13587,Others-CCCPS202,2937,26.14749053,91.72799688,1003,car,low,2,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,1
8339,Broad Street,690,26.13795775,91.74099445,531,car,average,3,0,31-10-2016,16:26:00,2016-10-31 16:26:00,2,0
7028,BHMNCPNST01,485,26.14004753,91.73097233,178,car,low,1,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
16212,Others-CCCPS98,3103,26.14749998,91.72797778,592,car,low,3,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
9652,Others-CCCPS105a,2009,26.14747299,91.72804914,615,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
5716,BHMNCPHST01,1200,26.14001386,91.73099967,263,truck,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,3,1
5717,BHMNCPHST01,1200,26.14001386,91.73099967,263,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
1780,BHMBCCTHL01,387,26.14449459,91.73620513,90,bike,average,1,0,01-11-2016,08:06:00,2016-11-01 08:06:00,1,0
10964,Others-CCCPS119a,2803,26.14754061,91.72797041,180,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
3092,BHMEURBRD01,470,26.14901995,91.7395035,117,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
14900,Others-CCCPS8,1322,26.14754886,91.72799519,291,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
8340,Broad Street,690,26.13795775,91.74099445,183,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
4404,BHMMBMMBX01,687,20.0000347,78.00000286,324,bike,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,1,1
12276,Others-CCCPS135a,3883,26.14749943,91.72800489,1162,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
13588,Others-CCCPS202,2937,26.14749053,91.72799688,451,car,low,2,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
468,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,low,1,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
17524,Shopping,1920,26.15050395,91.73353109,631,car,low,1,0,01-11-2016,08:06:00,2016-11-01 08:06:00,2,1
7029,BHMNCPNST01,485,26.14004753,91.73097233,185,car,low,2,0,01-11-2016,08:20:00,2016-11-01 08:20:00,2,1
469,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,1
3093,BHMEURBRD01,470,26.14901995,91.7395035,163,truck,low,2,0,01-11-2016,08:26:00,2016-11-01 08:26:00,3,1
5718,BHMNCPHST01,1200,26.14001386,91.73099967,328,car,low,2,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,1
16213,Others-CCCPS98,3103,26.14749998,91.72797778,653,bike,low,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,1,1
12277,Others-CCCPS135a,3883,26.14749943,91.72800489,1484,truck,low,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,3,1
9653,Others-CCCPS105a,2009,26.14747299,91.72804914,667,car,low,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,1
10965,Others-CCCPS119a,2803,26.14754061,91.72797041,219,car,low,2,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,1
17525,Shopping,1920,26.15050395,91.73353109,748,bike,low,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,1,1
13589,Others-CCCPS202,2937,26.14749053,91.72799688,545,car,average,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,0
8341,Broad Street,690,26.13795775,91.74099445,255,truck,low,2,0,01-11-2016,08:26:00,2016-11-01 08:26:00,3,1
4405,BHMMBMMBX01,687,20.0000347,78.00000286,352,car,average,3,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,0
1781,BHMBCCTHL01,387,26.14449459,91.73620513,104,truck,low,1,0,01-11-2016,08:26:00,2016-11-01 08:26:00,3,1
14901,Others-CCCPS8,1322,26.14754886,91.72799519,315,car,low,2,0,01-11-2016,08:26:00,2016-11-01 08:26:00,2,1
3094,BHMEURBRD01,470,26.14901995,91.7395035,279,car,average,3,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,0
10966,Others-CCCPS119a,2803,26.14754061,91.72797041,295,car,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,1
13590,Others-CCCPS202,2937,26.14749053,91.72799688,741,car,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,1
470,BHMBCCMKT01,577,26.14453614,91.73617216,69,car,average,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,0
14902,Others-CCCPS8,1322,26.14754886,91.72799519,367,bike,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,1,1
16214,Others-CCCPS98,3103,26.14749998,91.72797778,777,cycle,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,0,1
5719,BHMNCPHST01,1200,26.14001386,91.73099967,457,truck,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,3,1
7030,BHMNCPNST01,485,26.14004753,91.73097233,208,bike,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,1,1
1782,BHMBCCTHL01,387,26.14449459,91.73620513,130,car,low,1,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,1
4406,BHMMBMMBX01,687,20.0000347,78.00000286,404,truck,low,2,0,01-11-2016,09:00:00,2016-11-01 09:00:00,3,1
8342,Broad Street,690,26.13795775,91.74099445,427,car,low,3,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,1
9654,Others-CCCPS105a,2009,26.14747299,91.72804914,771,car,low,3,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,1
12278,Others-CCCPS135a,3883,26.14749943,91.72800489,2010,car,average,4,0,01-11-2016,09:00:00,2016-11-01 09:00:00,2,0
17526,Shopping,1920,26.15050395,91.73353109,956,bike,low,3,0,01-11-2016,09:00:00,2016-11-01 09:00:00,1,1
4407,BHMMBMMBX01,687,20.0000347,78.00000286,453,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
8343,Broad Street,690,26.13795775,91.74099445,488,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
17527,Shopping,1920,26.15050395,91.73353109,1089,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
13591,Others-CCCPS202,2937,26.14749053,91.72799688,865,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
9655,Others-CCCPS105a,2009,26.14747299,91.72804914,869,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
5720,BHMNCPHST01,1200,26.14001386,91.73099967,552,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
14903,Others-CCCPS8,1322,26.14754886,91.72799519,416,bike,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,1,1
10967,Others-CCCPS119a,2803,26.14754061,91.72797041,351,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
7031,BHMNCPNST01,485,26.14004753,91.73097233,222,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
3095,BHMEURBRD01,470,26.14901995,91.7395035,320,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
471,BHMBCCMKT01,577,26.14453614,91.73617216,91,car,low,1,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
12279,Others-CCCPS135a,3883,26.14749943,91.72800489,2345,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
16215,Others-CCCPS98,3103,26.14749998,91.72797778,871,car,low,3,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
1783,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,01-11-2016,09:26:00,2016-11-01 09:26:00,2,1
17528,Shopping,1920,26.15050395,91.73353109,1273,cycle,average,5,0,01-11-2016,10:00:00,2016-11-01 10:00:00,0,0
8344,Broad Street,690,26.13795775,91.74099445,597,bike,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,1,1
5721,BHMNCPHST01,1200,26.14001386,91.73099967,671,car,low,4,0,01-11-2016,10:00:00,2016-11-01 10:00:00,2,1
13592,Others-CCCPS202,2937,26.14749053,91.72799688,1042,truck,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,3,1
14904,Others-CCCPS8,1322,26.14754886,91.72799519,495,car,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,2,1
16216,Others-CCCPS98,3103,26.14749998,91.72797778,996,bike,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,1,1
4408,BHMMBMMBX01,687,20.0000347,78.00000286,525,car,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,2,1
10968,Others-CCCPS119a,2803,26.14754061,91.72797041,406,cycle,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,0,1
1784,BHMBCCTHL01,387,26.14449459,91.73620513,190,cycle,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,0,1
472,BHMBCCMKT01,577,26.14453614,91.73617216,135,truck,average,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,3,0
3096,BHMEURBRD01,470,26.14901995,91.7395035,397,car,low,3,0,01-11-2016,10:00:00,2016-11-01 10:00:00,2,1
12280,Others-CCCPS135a,3883,26.14749943,91.72800489,2763,bike,low,5,0,01-11-2016,10:00:00,2016-11-01 10:00:00,1,1
7032,BHMNCPNST01,485,26.14004753,91.73097233,255,truck,average,4,0,01-11-2016,10:00:00,2016-11-01 10:00:00,3,0
9656,Others-CCCPS105a,2009,26.14747299,91.72804914,1020,bike,low,4,0,01-11-2016,10:00:00,2016-11-01 10:00:00,1,1
9657,Others-CCCPS105a,2009,26.14747299,91.72804914,1108,truck,low,3,0,01-11-2016,10:26:00,2016-11-01 10:26:00,3,1
12281,Others-CCCPS135a,3883,26.14749943,91.72800489,2920,car,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
3097,BHMEURBRD01,470,26.14901995,91.7395035,419,car,low,3,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
1785,BHMBCCTHL01,387,26.14449459,91.73620513,222,truck,low,2,0,01-11-2016,10:26:00,2016-11-01 10:26:00,3,1
14905,Others-CCCPS8,1322,26.14754886,91.72799519,541,car,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
17529,Shopping,1920,26.15050395,91.73353109,1326,car,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
7033,BHMNCPNST01,485,26.14004753,91.73097233,264,car,low,3,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
10969,Others-CCCPS119a,2803,26.14754061,91.72797041,437,cycle,low,3,0,01-11-2016,10:26:00,2016-11-01 10:26:00,0,1
13593,Others-CCCPS202,2937,26.14749053,91.72799688,1109,cycle,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,0,1
5722,BHMNCPHST01,1200,26.14001386,91.73099967,713,bike,average,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,1,0
4409,BHMMBMMBX01,687,20.0000347,78.00000286,567,car,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
16217,Others-CCCPS98,3103,26.14749998,91.72797778,1046,bike,low,3,0,01-11-2016,10:26:00,2016-11-01 10:26:00,1,1
8345,Broad Street,690,26.13795775,91.74099445,623,car,low,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,2,1
473,BHMBCCMKT01,577,26.14453614,91.73617216,163,truck,average,4,0,01-11-2016,10:26:00,2016-11-01 10:26:00,3,0
16218,Others-CCCPS98,3103,26.14749998,91.72797778,1103,car,high,8,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,3
3098,BHMEURBRD01,470,26.14901995,91.7395035,428,car,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
5723,BHMNCPHST01,1200,26.14001386,91.73099967,750,car,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
14906,Others-CCCPS8,1322,26.14754886,91.72799519,596,car,high,8,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,3
9658,Others-CCCPS105a,2009,26.14747299,91.72804914,1198,truck,average,6,0,01-11-2016,11:00:00,2016-11-01 11:00:00,3,0
474,BHMBCCMKT01,577,26.14453614,91.73617216,185,car,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
4410,BHMMBMMBX01,687,20.0000347,78.00000286,602,bike,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,1,0
1786,BHMBCCTHL01,387,26.14449459,91.73620513,254,car,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
17530,Shopping,1920,26.15050395,91.73353109,1381,car,average,6,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
7034,BHMNCPNST01,485,26.14004753,91.73097233,274,car,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
8346,Broad Street,690,26.13795775,91.74099445,643,bike,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,1,0
12282,Others-CCCPS135a,3883,26.14749943,91.72800489,3064,car,average,7,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
10970,Others-CCCPS119a,2803,26.14754061,91.72797041,481,cycle,average,5,0,01-11-2016,11:00:00,2016-11-01 11:00:00,0,0
13594,Others-CCCPS202,2937,26.14749053,91.72799688,1171,car,average,6,0,01-11-2016,11:00:00,2016-11-01 11:00:00,2,0
7035,BHMNCPNST01,485,26.14004753,91.73097233,276,bike,high,7,0,01-11-2016,11:20:00,2016-11-01 11:20:00,1,3
3099,BHMEURBRD01,470,26.14901995,91.7395035,433,car,average,5,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
1787,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,average,5,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
475,BHMBCCMKT01,577,26.14453614,91.73617216,207,bike,average,4,0,01-11-2016,11:26:00,2016-11-01 11:26:00,1,0
5724,BHMNCPHST01,1200,26.14001386,91.73099967,762,car,high,8,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,3
9659,Others-CCCPS105a,2009,26.14747299,91.72804914,1233,car,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
10971,Others-CCCPS119a,2803,26.14754061,91.72797041,500,car,average,5,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
4411,BHMMBMMBX01,687,20.0000347,78.00000286,610,car,average,5,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
8347,Broad Street,690,26.13795775,91.74099445,623,cycle,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,0,0
17531,Shopping,1920,26.15050395,91.73353109,1397,truck,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,3,0
14907,Others-CCCPS8,1322,26.14754886,91.72799519,623,car,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
16219,Others-CCCPS98,3103,26.14749998,91.72797778,1116,car,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
13595,Others-CCCPS202,2937,26.14749053,91.72799688,1169,car,average,6,0,01-11-2016,11:26:00,2016-11-01 11:26:00,2,0
12283,Others-CCCPS135a,3883,26.14749943,91.72800489,3104,truck,high,10,0,01-11-2016,11:26:00,2016-11-01 11:26:00,3,3
5725,BHMNCPHST01,1200,26.14001386,91.73099967,754,cycle,average,5,0,01-11-2016,11:39:00,2016-11-01 11:39:00,0,0
17532,Shopping,1920,26.15050395,91.73353109,1395,bike,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,1,3
1788,BHMBCCTHL01,387,26.14449459,91.73620513,279,bike,high,8,0,01-11-2016,12:00:00,2016-11-01 12:00:00,1,3
13596,Others-CCCPS202,2937,26.14749053,91.72799688,1214,cycle,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,0,3
4412,BHMMBMMBX01,687,20.0000347,78.00000286,636,car,high,8,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
9660,Others-CCCPS105a,2009,26.14747299,91.72804914,1280,car,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
12284,Others-CCCPS135a,3883,26.14749943,91.72800489,3124,car,high,11,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
16220,Others-CCCPS98,3103,26.14749998,91.72797778,1161,truck,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,3,3
476,BHMBCCMKT01,577,26.14453614,91.73617216,239,car,high,7,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
10972,Others-CCCPS119a,2803,26.14754061,91.72797041,520,car,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
3100,BHMEURBRD01,470,26.14901995,91.7395035,447,truck,average,6,0,01-11-2016,12:00:00,2016-11-01 12:00:00,3,0
7036,BHMNCPNST01,485,26.14004753,91.73097233,284,bike,high,7,0,01-11-2016,12:00:00,2016-11-01 12:00:00,1,3
14908,Others-CCCPS8,1322,26.14754886,91.72799519,644,car,high,9,0,01-11-2016,12:00:00,2016-11-01 12:00:00,2,3
8348,Broad Street,690,26.13795775,91.74099445,651,cycle,average,6,0,01-11-2016,12:00:00,2016-11-01 12:00:00,0,0
14909,Others-CCCPS8,1322,26.14754886,91.72799519,641,truck,high,8,0,01-11-2016,12:26:00,2016-11-01 12:26:00,3,3
8349,Broad Street,690,26.13795775,91.74099445,657,cycle,average,7,0,01-11-2016,12:26:00,2016-11-01 12:26:00,0,0
17533,Shopping,1920,26.15050395,91.73353109,1405,truck,high,10,0,01-11-2016,12:26:00,2016-11-01 12:26:00,3,3
7037,BHMNCPNST01,485,26.14004753,91.73097233,285,bike,high,7,0,01-11-2016,12:26:00,2016-11-01 12:26:00,1,3
477,BHMBCCMKT01,577,26.14453614,91.73617216,244,car,high,7,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
9661,Others-CCCPS105a,2009,26.14747299,91.72804914,1288,car,high,10,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
1789,BHMBCCTHL01,387,26.14449459,91.73620513,274,car,high,8,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
3101,BHMEURBRD01,470,26.14901995,91.7395035,450,cycle,high,8,0,01-11-2016,12:26:00,2016-11-01 12:26:00,0,3
4413,BHMMBMMBX01,687,20.0000347,78.00000286,647,car,high,8,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
12285,Others-CCCPS135a,3883,26.14749943,91.72800489,3142,car,high,11,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
13597,Others-CCCPS202,2937,26.14749053,91.72799688,1216,car,high,10,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
10973,Others-CCCPS119a,2803,26.14754061,91.72797041,517,car,high,8,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
16221,Others-CCCPS98,3103,26.14749998,91.72797778,1175,car,high,9,0,01-11-2016,12:26:00,2016-11-01 12:26:00,2,3
4414,BHMMBMMBX01,687,20.0000347,78.00000286,651,car,high,8,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
12286,Others-CCCPS135a,3883,26.14749943,91.72800489,3164,car,high,10,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
17534,Shopping,1920,26.15050395,91.73353109,1407,car,high,8,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
8350,Broad Street,690,26.13795775,91.74099445,653,car,high,7,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
9662,Others-CCCPS105a,2009,26.14747299,91.72804914,1314,car,high,9,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
16222,Others-CCCPS98,3103,26.14749998,91.72797778,1189,truck,high,9,0,01-11-2016,13:00:00,2016-11-01 13:00:00,3,3
5726,BHMNCPHST01,1200,26.14001386,91.73099967,756,car,high,7,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
478,BHMBCCMKT01,577,26.14453614,91.73617216,243,car,high,8,0,01-11-2016,13:00:00,2016-11-01 13:00:00,2,3
